index,acceleration_x,acceleration_y,acceleration_z,temperature_c,humidity_percent,wind_speed_mps,fft_peak_freq,fft_magnitude,degradation_score,forecast_score_next_30d,structural_condition,damage_class,bridge_id,sensor_id
1/1/2020 1:35,-0.052422834,0.006487964,0.098176594,27.93026232,39.49470066,2.353731015,2.715400514,1.02255699,46.51651168,47.46709969,1,Minor,B002,S1
1/1/2020 1:35,-0.123116615,-0.64807872,-0.364538954,20.37810437,43.43926341,2.558475177,4.868316134,1.340196785,56.64620584,60.30703344,2,Moderate,B003,S3
1/1/2020 1:40,0.132830407,-0.065815043,-0.19798626,30.88122473,83.54352946,1.341762478,1.002103916,0.74279707,42.4261461,39.36644953,1,Minor,B001,S2
1/1/2020 1:40,-0.243340134,0.020099568,-0.29270366,17.7513285,77.29538641,10.22158696,4.05852787,0.888678264,48.70250062,51.47106747,3,Severe,B001,S4
1/1/2020 1:45,-0.116129742,-0.639552435,-0.358482928,20.74072313,43.67891318,2.785298857,4.863479922,1.330558592,55.87270302,59.54582613,2,Moderate,B003,S3
1/1/2020 1:45,-0.010518654,-0.238065528,0.44457448,24.08982745,64.46455903,6.412842218,0.610516961,0.476107997,36.62978992,33.52061463,1,Minor,B003,S4
1/1/2020 1:45,-0.206251834,-0.011192833,-0.327915131,20.39689509,82.64630275,1.459580614,2.126233101,0.63319927,29.74273955,32.30332683,1,Minor,B002,S3
1/1/2020 1:45,-0.00747883,0.138013721,-0.031039944,31.11580242,48.63929413,3.185562787,2.048785064,0.814479136,49.99935853,50.37564264,1,Minor,B002,S1
1/1/2020 1:50,0.122128576,-0.082466722,-0.186839292,30.8527093,82.080875,1.419144394,1.020473371,0.745131451,43.29714628,40.57444912,1,Minor,B001,S2
1/1/2020 1:50,-0.22478394,0.021193224,-0.277131068,17.10014089,76.76757742,10.33076326,4.137944634,0.838230188,46.05716089,48.30169889,3,Severe,B001,S4
1/1/2020 1:55,-0.109142868,-0.631026151,-0.352426901,21.10334189,43.91856294,3.012122537,4.85864371,1.320920399,55.0992002,58.78461881,2,Moderate,B003,S3
1/1/2020 1:55,-0.018774018,-0.257523151,0.360576495,25.3540686,68.18197509,7.814784648,0.887040064,0.396115299,30.75386656,28.02031201,1,Minor,B003,S4
1/1/2020 1:55,0.037465173,0.269539478,-0.160256481,34.30134252,57.78388759,4.017394559,1.382169614,0.606401282,53.48220539,53.28418559,1,Minor,B002,S1
1/1/2020 1:55,-0.200139389,-0.00525191,-0.322620083,20.47833129,82.78948657,1.702223757,2.089340344,0.628859374,30.27088678,32.84885406,1,Minor,B002,S3
1/1/2020 2:00,-0.206227745,0.022286879,-0.261558475,16.44895327,76.23976842,10.43993956,4.217361399,0.787782112,43.41182116,45.1323303,3,Severe,B001,S4
1/1/2020 2:00,0.111426745,-0.099118401,-0.175692324,30.82419388,80.61822053,1.496526311,1.038842826,0.747465832,44.16814647,41.78244872,1,Minor,B001,S2
1/1/2020 2:05,-0.194026945,0.000689012,-0.317325035,20.55976748,82.93267039,1.9448669,2.052447586,0.624519478,30.79903402,33.3943813,1,Minor,B002,S3
1/1/2020 2:05,-0.027029381,-0.276980774,0.276578509,26.61830975,71.89939115,9.216727078,1.163563166,0.316122602,24.8779432,22.52000939,1,Minor,B003,S4
1/1/2020 2:05,0.06802342,0.320770403,-0.215759762,35.76238452,62.11490883,4.617462658,1.058917687,0.520751921,55.06907879,54.65355074,2,Moderate,B002,S1
1/1/2020 2:05,-0.102155995,-0.622499867,-0.346370874,21.46596065,44.1582127,3.238946216,4.853807497,1.311282206,54.32569738,58.0234115,2,Moderate,B003,S3
1/1/2020 2:10,0.100724913,-0.11577008,-0.164545356,30.79567845,79.15556607,1.573908227,1.057212281,0.749800213,45.03914665,42.99044831,1,Minor,B001,S2
1/1/2020 2:10,-0.187671551,0.023380534,-0.245985883,15.79776565,75.71195943,10.54911586,4.296778163,0.737334036,40.76648144,41.96296172,3,Severe,B001,S4
1/1/2020 2:15,-0.035284745,-0.296438398,0.192580524,27.8825509,75.6168072,10.61866951,1.440086268,0.236129904,19.00201984,17.01970677,1,Minor,B003,S4
1/1/2020 2:15,-0.187914501,0.006629934,-0.312029987,20.64120368,83.07585421,2.187510043,2.015554829,0.620179581,31.32718126,33.93990853,1,Minor,B002,S3
1/1/2020 2:15,0.084195909,0.291706497,-0.197549785,35.49892843,61.63235783,4.985767084,1.079029282,0.557531053,54.75997874,54.48373808,2,Moderate,B002,S1
1/1/2020 2:15,-0.095169122,-0.613973583,-0.340314847,21.8285794,44.39786247,3.465769896,4.848971285,1.301644013,53.55219456,57.26220418,2,Moderate,B003,S3
1/1/2020 2:20,0.090023082,-0.132421758,-0.153398388,30.76716303,77.69291161,1.651290144,1.075581735,0.752134594,45.91014683,44.1984479,1,Minor,B001,S2
1/1/2020 2:20,-0.163076812,0.061538915,-0.226798357,18.55222,72.12954759,9.084039294,4.224149339,0.798424919,38.04735653,39.27931386,1,Minor,B001,S4
1/1/2020 2:25,0.100368398,0.262642592,-0.179339809,35.23547233,61.14980684,5.35407151,1.099140877,0.594310185,54.45087869,54.31392542,2,Moderate,B002,S1
1/1/2020 2:25,-0.181802057,0.012570857,-0.306734939,20.72263988,83.21903803,2.430153186,1.978662072,0.615839685,31.8553285,34.48543576,1,Minor,B002,S3
1/1/2020 2:25,-0.043540109,-0.315896021,0.108582538,29.14679205,79.33422326,12.02061194,1.71660937,0.156137206,13.12609648,11.51940416,1,Minor,B003,S4
1/1/2020 2:25,-0.088182249,-0.605447298,-0.334258821,22.19119816,44.63751223,3.692593576,4.844135072,1.292005821,52.77869174,56.50099687,2,Moderate,B003,S3
1/1/2020 2:30,-0.132443527,0.136762022,-0.203995897,24.71231632,65.4925329,6.044709869,3.999474924,0.971054761,35.25444643,37.08138671,1,Minor,B001,S4
1/1/2020 2:30,0.079321251,-0.149073437,-0.14225142,30.7386476,76.23025715,1.72867206,1.09395119,0.754468975,46.78114702,45.40644749,1,Minor,B001,S2
1/1/2020 2:35,-0.081195376,-0.596921014,-0.328202794,22.55381692,44.87716199,3.919417256,4.83929886,1.282367628,52.00518892,55.73978955,2,Moderate,B003,S3
1/1/2020 2:35,-0.175689612,0.018511779,-0.301439891,20.80407607,83.36222185,2.672796329,1.941769315,0.611499789,32.38347573,35.03096299,1,Minor,B002,S3
1/1/2020 2:35,-0.027006426,-0.298011731,-0.08942699,29.69319314,79.6669123,12.23636533,2.034512505,0.247067588,21.96703844,22.09614515,0,No Damage,B003,S4
1/1/2020 2:35,0.116540887,0.233578686,-0.161129833,34.97201624,60.66725585,5.722375936,1.119252472,0.631089316,54.14177863,54.14411275,2,Moderate,B002,S1
1/1/2020 2:40,0.068619419,-0.165725116,-0.131104452,30.71013218,74.76760269,1.806053976,1.112320645,0.756803356,47.6521472,46.61444708,1,Minor,B001,S2
1/1/2020 2:40,-0.101810243,0.211985129,-0.181193437,30.87241264,58.85551821,3.005380444,3.77480051,1.143684603,32.46153634,34.88345956,1,Minor,B001,S4
1/1/2020 2:45,0.132713377,0.20451478,-0.142919857,34.70856014,60.18470486,6.090680362,1.139364067,0.667868448,53.83267858,53.97430009,2,Moderate,B002,S1
1/1/2020 2:45,-0.074208503,-0.58839473,-0.322146767,22.91643568,45.11681175,4.146240936,4.834462647,1.272729435,51.2316861,54.97858224,2,Moderate,B003,S3
1/1/2020 2:45,-0.169577168,0.024452702,-0.296144843,20.88551227,83.50540567,2.915439472,1.904876558,0.607159893,32.91162297,35.57649023,1,Minor,B002,S3
1/1/2020 2:45,0.014316303,-0.242785528,-0.401448059,29.52175416,76.61487431,11.26592967,2.393795672,0.508921049,45.52484572,48.74992976,0,No Damage,B003,S4
1/1/2020 2:50,-0.070824496,0.181800956,-0.140425051,32.35882155,55.82007418,1.943021868,3.61126104,1.172214344,36.80232219,39.45789321,1,Minor,B001,S4
1/1/2020 2:50,0.057917588,-0.182376795,-0.119957484,30.68161675,73.30494823,1.883435893,1.1306901,0.759137736,48.52314738,47.82244667,1,Minor,B001,S2
1/1/2020 2:55,0.055639032,-0.187559325,-0.713469129,29.35031519,73.56283632,10.29549402,2.75307884,0.77077451,69.08265301,75.40371437,0,No Damage,B003,S4
1/1/2020 2:55,0.148885866,0.175450874,-0.12470988,34.44510405,59.70215386,6.458984788,1.159475662,0.70464758,53.52357853,53.80448743,2,Moderate,B002,S1
1/1/2020 2:55,-0.06722163,-0.579868446,-0.316090741,23.27905443,45.35646152,4.373064615,4.829626435,1.263091242,50.45818328,54.21737493,2,Moderate,B003,S3
1/1/2020 2:55,-0.163464724,0.030393624,-0.290849795,20.96694847,83.64858949,3.158082615,1.8679838,0.602819996,33.43977021,36.12201746,1,Minor,B002,S3
1/1/2020 3:00,0.047215757,-0.199028474,-0.108810516,30.65310133,71.84229377,1.960817809,1.149059555,0.761472117,49.39414757,49.03044626,1,Minor,B001,S2
1/1/2020 3:00,-0.039486284,0.046209503,-0.081690741,29.17154304,56.38620081,2.857634142,3.508856516,1.056643986,48.27680401,50.80468768,1,Minor,B001,S4
1/1/2020 3:05,-0.15735228,0.036334546,-0.285554747,21.04838466,83.79177331,3.400725758,1.831091043,0.5984801,33.96791745,36.66754469,1,Minor,B002,S3
1/1/2020 3:05,0.063214339,-0.166603106,-0.799515078,29.03532567,70.39866522,10.04867796,2.978326132,0.891726096,78.97609964,86.76883669,3,Severe,B003,S4
1/1/2020 3:05,-0.060234757,-0.571342162,-0.310034714,23.64167319,45.59611128,4.599888295,4.824790223,1.253453049,49.68468046,53.45616761,2,Moderate,B003,S3
1/1/2020 3:05,0.165058355,0.146386968,-0.106499904,34.18164796,59.21960287,6.827289214,1.179587257,0.741426711,53.21447847,53.63467477,2,Moderate,B002,S1
1/1/2020 3:10,0.036513926,-0.215680152,-0.097663548,30.6245859,70.37963931,2.038199726,1.16742901,0.763806498,50.26514775,50.23844585,1,Minor,B001,S2
1/1/2020 3:10,-0.008148073,-0.089381949,-0.022956431,25.98426454,56.95232743,3.772246416,3.406451992,0.941073628,59.75128582,62.15148214,1,Minor,B001,S4
1/1/2020 3:15,0.037042226,-0.179916872,-0.659585906,28.57678559,67.12236101,10.5254815,3.069537551,0.871775806,75.20518561,82.84529672,3,Severe,B003,S4
1/1/2020 3:15,-0.053247884,-0.562815877,-0.303978687,24.00429195,45.83576104,4.826711975,4.81995401,1.243814856,48.91117764,52.6949603,2,Moderate,B003,S3
1/1/2020 3:15,-0.056157077,0.121585268,0.597184583,26.48748134,48.32035721,14.05837332,0.593616364,1.480205579,39.43624627,44.56318262,1,Minor,B002,S4
1/1/2020 3:15,0.181230844,0.117323063,-0.088289928,33.91819186,58.73705188,7.19559364,1.199698852,0.778205843,52.90537842,53.46486211,2,Moderate,B002,S1
1/1/2020 3:15,-0.151239835,0.042275469,-0.280259699,21.12982086,83.93495713,3.643368901,1.794198286,0.594140204,34.49606468,37.21307193,1,Minor,B002,S3
1/1/2020 3:20,0.023190138,-0.224973402,0.03577788,22.79698603,57.51845406,4.686858689,3.304047468,0.82550327,71.22576763,73.49827661,1,Minor,B001,S4
1/1/2020 3:20,0.025812094,-0.232331831,-0.08651658,30.59607048,68.91698485,2.115581642,1.185798465,0.766140879,51.13614793,51.44644544,1,Minor,B001,S2
1/1/2020 3:25,-0.008400331,0.062260845,0.52754595,26.10350311,53.03838209,13.23573133,1.047335056,1.353950327,35.96475272,41.21816087,1,Minor,B002,S4
1/1/2020 3:25,0.010870112,-0.193230637,-0.519656734,28.11824552,63.84605681,11.00228503,3.160748969,0.851825517,71.43427158,78.92175674,3,Severe,B003,S4
1/1/2020 3:25,0.197403334,0.088259157,-0.070079952,33.65473577,58.25450088,7.563898066,1.219810447,0.814984975,52.59627837,53.29504945,2,Moderate,B002,S1
1/1/2020 3:25,-0.046261011,-0.554289593,-0.297922661,24.36691071,46.07541081,5.053535655,4.815117798,1.234176663,48.13767482,51.93375298,2,Moderate,B003,S3
1/1/2020 3:25,-0.145127391,0.048216391,-0.274964652,21.21125706,84.07814095,3.886012044,1.757305529,0.589800308,35.02421192,37.75859916,1,Minor,B002,S3
1/1/2020 3:30,0.05452835,-0.360564854,0.09451219,19.60970752,58.08458068,5.601470963,3.201642943,0.709932911,82.70024944,84.84507107,3,Severe,B001,S4
1/1/2020 3:30,0.015110263,-0.24898351,-0.075369612,30.56755506,67.45433039,2.192963559,1.204167919,0.76847526,52.00714812,52.65444503,1,Minor,B001,S2
1/1/2020 3:35,-0.139014947,0.054157313,-0.269669604,21.29269325,84.22132477,4.128655187,1.720412772,0.585460411,35.55235916,38.30412639,1,Minor,B002,S3
1/1/2020 3:35,-0.015302002,-0.206544402,-0.379727562,27.65970545,60.5697526,11.47908856,3.251960388,0.831875227,67.66335756,74.99821677,3,Severe,B003,S4
1/1/2020 3:35,-0.039274138,-0.545763309,-0.291866634,24.72952947,46.31506057,5.280359335,4.810281585,1.22453847,47.364172,51.17254567,2,Moderate,B003,S3
1/1/2020 3:35,0.213575823,0.059195251,-0.051869975,33.39127968,57.77194989,7.932202491,1.239922042,0.851764106,52.28717831,53.12523679,2,Moderate,B002,S1
1/1/2020 3:35,0.039356414,0.002936423,0.457907316,25.71952488,57.75640696,12.41308933,1.501053747,1.227695075,32.49325917,37.87313912,1,Minor,B002,S4
1/1/2020 3:40,0.004408432,-0.265635189,-0.064222644,30.53903963,65.99167592,2.270345475,1.222537374,0.770809641,52.8781483,53.86244462,1,Minor,B001,S2
1/1/2020 3:40,-0.164892889,0.039061394,0.042645471,23.04435541,79.3598029,7.837087044,3.755346149,0.453277131,70.66143087,72.02094833,3,Severe,B001,S4
1/1/2020 3:45,0.229748312,0.030131345,-0.033659999,33.12782358,57.2893989,8.300506917,1.260033637,0.888543238,51.97807826,52.95542413,2,Moderate,B002,S1
1/1/2020 3:45,-0.032287265,-0.537237025,-0.285810607,25.09214822,46.55471033,5.507183014,4.805445373,1.214900277,46.59066918,50.41133835,2,Moderate,B003,S3
1/1/2020 3:45,-0.041474115,-0.219858168,-0.23979839,27.20116538,57.29344839,11.95589209,3.343171806,0.811924938,63.89244353,71.0746768,3,Severe,B003,S4
1/1/2020 3:45,-0.132902502,0.060098236,-0.264374556,21.37412945,84.36450859,4.37129833,1.683520014,0.581120515,36.08050639,38.84965362,1,Minor,B002,S3
1/1/2020 3:45,0.08711316,-0.056388,0.388268682,25.33554665,62.47443184,11.59044733,1.954772439,1.101439822,29.02176561,34.52811737,1,Minor,B002,S4
1/1/2020 3:50,-0.0062934,-0.282286868,-0.053075676,30.51052421,64.52902146,2.347727392,1.240906829,0.773144022,53.74914848,55.07044422,1,Minor,B001,S2
1/1/2020 3:50,-0.275222808,0.240383372,0.021844374,24.71515164,89.45811223,8.966965079,3.991964643,0.325784708,64.32427896,65.29304233,2,Moderate,B001,S4
1/1/2020 3:55,0.134869906,-0.115712422,0.318630049,24.95156842,67.19245672,10.76780534,2.408491131,0.97518457,25.55027206,31.18309562,1,Minor,B002,S4
1/1/2020 3:55,-0.067646229,-0.233171933,-0.099869218,26.74262531,54.01714419,12.43269563,3.434383224,0.791974648,60.1215295,67.15113683,3,Severe,B003,S4
1/1/2020 3:55,0.245920801,0.00106744,-0.015450023,32.86436749,56.80684791,8.668811343,1.280145232,0.92532237,51.6689782,52.78561146,2,Moderate,B002,S1
1/1/2020 3:55,-0.126790058,0.066039158,-0.259079508,21.45556565,84.50769241,4.613941473,1.646627257,0.576780619,36.60865363,39.39518086,1,Minor,B002,S3
1/1/2020 3:55,-0.025300392,-0.528710741,-0.27975458,25.45476698,46.79436009,5.734006694,4.80060916,1.205262084,45.81716636,49.65013104,2,Moderate,B003,S3
1/1/2020 4:00,-0.276461406,0.24340108,0.032108898,24.62209621,88.37950866,8.991105066,3.911498425,0.327455643,63.68879374,64.66135305,2,Moderate,B001,S4
1/1/2020 4:00,-0.016995231,-0.298938546,-0.041928707,30.48200878,63.066367,2.425109308,1.259276284,0.775478403,54.62014867,56.27844381,1,Minor,B001,S2
1/1/2020 4:00,-0.510359924,0.029910152,0.017154039,23.3442342,69.926813,12.69867731,1.156373277,0.710454982,54.54884846,48.00530611,2,Moderate,B001,S1
1/1/2020 4:05,-0.120677614,0.07198008,-0.25378446,21.53700184,84.65087623,4.856584616,1.6097345,0.572440722,37.13680087,39.94070809,1,Minor,B002,S3
1/1/2020 4:05,0.26209329,-0.027996466,0.002759954,32.6009114,56.32429691,9.037115769,1.300256827,0.962101501,51.35987815,52.6157988,2,Moderate,B002,S1
1/1/2020 4:05,0.182626651,-0.175036845,0.248991415,24.56759019,71.91048159,9.945163338,2.862209823,0.848929318,22.0787785,27.83807387,1,Minor,B002,S4
1/1/2020 4:05,-0.093818343,-0.246485699,0.040059954,26.28408523,50.74083998,12.90949916,3.525594643,0.772024359,56.35061548,63.22759686,3,Severe,B003,S4
1/1/2020 4:05,-0.018313519,-0.520184456,-0.273698554,25.81738574,47.03400986,5.960830374,4.795772948,1.195623891,45.04366354,48.88892372,2,Moderate,B003,S3
1/1/2020 4:10,-0.027697062,-0.315590225,-0.030781739,30.45349336,61.60371254,2.502491225,1.277645739,0.777812784,55.49114885,57.4864434,1,Minor,B001,S2
1/1/2020 4:10,-0.277700004,0.246418788,0.042373423,24.52904078,87.30090509,9.015245054,3.831032207,0.329126577,63.05330851,64.02966378,2,Moderate,B001,S4
1/1/2020 4:10,-0.498169348,0.031960508,0.014386637,23.51042009,70.21047774,12.54811141,1.221727055,0.703198802,53.86840752,47.61990197,2,Moderate,B001,S1
1/1/2020 4:15,-0.11456517,0.077921003,-0.248489412,21.61843804,84.79406005,5.099227759,1.572841743,0.568100826,37.66494811,40.48623532,1,Minor,B002,S3
1/1/2020 4:15,0.27826578,-0.057060372,0.02096993,32.3374553,55.84174592,9.405420195,1.320368422,0.998880633,51.0507781,52.44598614,2,Moderate,B002,S1
1/1/2020 4:15,0.230383397,-0.234361268,0.179352782,24.18361196,76.62850647,9.122521341,3.315928514,0.722674066,18.60728495,24.49305212,1,Minor,B002,S4
1/1/2020 4:15,-0.011326646,-0.511658172,-0.267642527,26.1800045,47.27365962,6.187654054,4.790936735,1.185985698,44.27016072,48.12771641,2,Moderate,B003,S3
1/1/2020 4:15,0.193663306,-0.291268226,-0.395257249,20.17023237,36.55184702,1.121927122,3.75594028,1.450399722,54.36700583,60.77511176,2,Moderate,B003,S1
1/1/2020 4:15,-0.119990456,-0.259799464,0.179989126,25.82554516,47.46453577,13.38630269,3.616806061,0.752074069,52.57970145,59.30405689,3,Severe,B003,S4
1/1/2020 4:20,-0.278938601,0.249436495,0.052637947,24.43598535,86.22230152,9.039385042,3.750565989,0.330797512,62.41782328,63.3979745,2,Moderate,B001,S4
1/1/2020 4:20,-0.038398893,-0.332241904,-0.019634771,30.42497793,60.14105808,2.579873141,1.296015194,0.780147164,56.36214903,58.69444299,1,Minor,B001,S2
1/1/2020 4:20,-0.485978772,0.034010864,0.011619236,23.67660599,70.49414248,12.39754551,1.287080833,0.695942622,53.18796657,47.23449782,2,Moderate,B001,S1
1/1/2020 4:25,0.294438269,-0.086124278,0.039179906,32.07399921,55.35919493,9.773724621,1.340480017,1.035659765,50.74167804,52.27617348,2,Moderate,B002,S1
1/1/2020 4:25,0.136767026,-0.252591693,-0.380995282,20.87900502,41.3577369,1.396388898,3.600459846,1.364609058,54.80136196,60.70450161,2,Moderate,B003,S1
1/1/2020 4:25,-0.108452725,0.083861925,-0.243194364,21.69987424,84.93724387,5.341870902,1.535948986,0.56376093,38.19309534,41.03176256,1,Minor,B002,S3
1/1/2020 4:25,-0.004339773,-0.503131888,-0.2615865,26.54262325,47.51330938,6.414477734,4.786100523,1.176347505,43.4966579,47.36650909,2,Moderate,B003,S3
1/1/2020 4:25,-0.14616257,-0.27311323,0.319918298,25.36700509,44.18823157,13.86310623,3.70801748,0.73212378,48.80878742,55.38051692,3,Severe,B003,S4
1/1/2020 4:25,0.278140142,-0.29368569,0.109714148,23.79963373,81.34653134,8.299879344,3.769647206,0.596418813,15.1357914,21.14803037,1,Minor,B002,S4
1/1/2020 4:30,-0.280177199,0.252454203,0.062902472,24.34292992,85.14369795,9.06352503,3.670099772,0.332468447,61.78233805,62.76628523,2,Moderate,B001,S4
1/1/2020 4:30,-0.049100725,-0.348893583,-0.008487803,30.39646251,58.67840362,2.657255058,1.314384649,0.782481545,57.23314922,59.90244258,1,Minor,B001,S2
1/1/2020 4:30,-0.473788197,0.03606122,0.008851835,23.84279188,70.77780721,12.24697962,1.352434611,0.688686442,52.50752562,46.84909368,2,Moderate,B001,S1
1/1/2020 4:35,0.294905675,-0.302523162,0.073215278,23.62629009,82.15988872,8.107210537,3.875572248,0.547849854,14.03023409,19.86168223,0,No Damage,B002,S4
1/1/2020 4:35,-0.102340281,0.089802847,-0.237899316,21.78131043,85.08042769,5.584514045,1.499056228,0.559421034,38.72124258,41.57728979,1,Minor,B002,S3
1/1/2020 4:35,-0.172334684,-0.286426995,0.45984747,24.90846502,40.91192736,14.33990976,3.799228898,0.71217349,45.0378734,51.45697695,3,Severe,B003,S4
1/1/2020 4:35,0.0026471,-0.494605604,-0.255530474,26.90524201,47.75295915,6.641301413,4.781264311,1.166709312,42.72315508,46.60530178,2,Moderate,B003,S3
1/1/2020 4:35,0.079870747,-0.213915159,-0.366733314,21.58777766,46.16362678,1.670850675,3.444979412,1.278818394,55.23571808,60.63389145,2,Moderate,B003,S1
1/1/2020 4:35,0.310610758,-0.115188184,0.057389882,31.81054311,54.87664393,10.14202905,1.360591612,1.072438896,50.43257799,52.10636082,2,Moderate,B002,S1
1/1/2020 4:40,-0.281415797,0.255471911,0.073166996,24.24987449,84.06509438,9.087665017,3.589633554,0.334139382,61.14685282,62.13459596,2,Moderate,B001,S4
1/1/2020 4:40,-0.059802556,-0.365545262,0.002659165,30.36794708,57.21574916,2.734636974,1.332754104,0.784815926,58.1041494,61.11044217,1,Minor,B001,S2
1/1/2020 4:40,-0.461597621,0.038111576,0.006084434,24.00897778,71.06147195,12.09641372,1.417788389,0.681430262,51.82708468,46.46368953,2,Moderate,B001,S1
1/1/2020 4:45,0.280679995,-0.260873682,0.069856171,23.66358102,79.06857861,8.544514919,3.633703639,0.576967187,15.29061303,20.6340077,0,No Damage,B002,S4
1/1/2020 4:45,-0.198506797,-0.29974076,0.599776642,24.44992495,37.63562315,14.81671329,3.890440316,0.692223201,41.26695937,47.53343698,1,Minor,B003,S4
